	Unnamed: 0	TajimaD	genename	loc	chr	PhytoHor_set
6231	6231	-0.568527830256	AT3G13600.TAIR10	4445102	Chr3	False
6232	6232		ATCG00500.TAIR10	57075	ChrC	False
6233	6233	-1.91530183144	AT1G01970.TAIR10	338291	Chr1	False
6234	6234	-0.393237587819	AT1G64650.TAIR10	24023498	Chr1	False
6235	6235	-0.588213739549	AT5G38640.TAIR10	15467679	Chr5	False
6236	6236	-1.83550039367	AT1G35614.TAIR10	13148592	Chr1	False
6237	6237	-2.03212698054	AT1G14350.TAIR10	4908255	Chr1	False
6238	6238	-0.897649409221	AT1G10470.TAIR10	3442327	Chr1	False
6239	6239	-2.21204255191	AT1G30910.TAIR10	11000883	Chr1	False
6240	6240	-1.49671011029	AT1G53360.TAIR10	19907517	Chr1	False
6241	6241	-1.50146646266	AT1G06340.TAIR10	1933284	Chr1	False
6242	6242	-2.25564074736	AT3G01320.TAIR10	106655	Chr3	False
6243	6243	-0.112124982551	AT2G15010.TAIR10	6484379	Chr2	False
6244	6244	-1.7595556911	AT4G30067.TAIR10	14696074	Chr4	False
6245	6245	-0.0351133639042	AT5G17100.TAIR10	5623021	Chr5	False
6246	6246	-0.53153798345	AT2G36500.TAIR10	15318028	Chr2	False
6247	6247	-1.60365325458	AT1G50990.TAIR10	18902930	Chr1	False
6248	6248	-2.61052625943	AT1G54115.TAIR10	20202118	Chr1	False
6249	6249	-2.04975082636	AT4G29080.TAIR10	14323361	Chr4	False
6250	6250	-1.54312727406	AT1G47300.TAIR10	17339561	Chr1	False
6251	6251	-2.11207137002	AT2G35890.TAIR10	15067175	Chr2	False
6252	6252	-2.34791326313	AT1G18600.TAIR10	6400404	Chr1	False
6253	6253	-1.28194320084	AT1G63535.TAIR10	23566045	Chr1	False
6254	6254	-1.69464455451	AT2G13960.TAIR10	5859585	Chr2	False
6255	6255	-0.205624072119	AT4G02000.TAIR10	874880	Chr4	False
6256	6256	-2.05329514016	AT5G19260.TAIR10	6479400	Chr5	False
6257	6257	-2.10550194837	AT3G10450.TAIR10	3249526	Chr3	False
6258	6258	-2.43499655057	AT5G57560.TAIR10	23307130	Chr5	False
6259	6259	-2.22930106308	AT3G50380.TAIR10	18686443	Chr3	False
6260	6260	-1.16207354656	AT3G59850.TAIR10	22109164	Chr3	False
6261	6261	-0.368419319381	AT1G16470.TAIR10	5622786	Chr1	False
6262	6262	-2.14498332543	AT3G54670.TAIR10	20235483	Chr3	False
6263	6263	-2.05861853335	AT2G45870.TAIR10	18875894	Chr2	False
6264	6264	-1.97919501296	AT3G01290.TAIR10	88054	Chr3	False
6265	6265	-2.1942355094	AT3G06810.TAIR10	2146335	Chr3	False
6266	6266	-2.11229444665	AT4G15150.TAIR10	8641672	Chr4	False
6267	6267	-1.22364441826	AT4G08800.TAIR10	5614134	Chr4	False
6268	6268	-2.46686547362	AT3G01150.TAIR10	51583	Chr3	False
6269	6269	-0.993421757763	AT4G00335.TAIR10	145904	Chr4	False
6270	6270	-2.52888949203	AT1G56050.TAIR10	20963719	Chr1	False
6271	6271	-1.87285963889	AT2G35470.TAIR10	14908844	Chr2	False
6272	6272	-2.47347705745	AT2G46610.TAIR10	19136566	Chr2	False
6273	6273	-1.99891671474	AT3G48209.TAIR10	17847681	Chr3	False
6274	6274	-2.42026971161	AT2G28380.TAIR10	12133811	Chr2	False
6275	6275	-2.38973021775	AT4G40040.TAIR10	18557187	Chr4	False
6276	6276	-2.16631330875	AT1G66345.TAIR10	24737719	Chr1	False
6277	6277	-1.80730579449	AT3G46830.TAIR10	17246344	Chr3	False
6278	6278	-1.92277382807	AT5G22860.TAIR10	7639318	Chr5	False
6279	6279	-2.33258942081	AT4G12620.TAIR10	7459646	Chr4	False
6280	6280	-1.60239943932	AT3G55130.TAIR10	20433878	Chr3	False
6281	6281	-2.13559873071	AT3G29290.TAIR10	11238111	Chr3	False
6282	6282	-1.41759067871	AT2G47950.TAIR10	19624210	Chr2	False
6283	6283	-0.702882728662	AT3G47341.TAIR10	17441421	Chr3	False
6284	6284	-1.89354098273	AT5G14730.TAIR10	4756218	Chr5	False
6285	6285	-2.01766068599	AT2G46270.TAIR10	19000191	Chr2	False
6286	6286	-1.58656866204	AT5G03730.TAIR10	974498	Chr5	False
6287	6287	-1.84569833234	AT3G05200.TAIR10	1476982	Chr3	False
6288	6288	-0.873403911562	AT5G54630.TAIR10	22192499	Chr5	False
6289	6289	0.572282708884	AT1G27760.TAIR10	9668584	Chr1	False
6290	6290	0.123600042097	AT5G20890.TAIR10	7086653	Chr5	False
6291	6291	-1.75122003971	AT5G07720.TAIR10	2455634	Chr5	False
6292	6292	-1.53115482387	AT3G25880.TAIR10	9469713	Chr3	False
6293	6293	-2.21037576696	AT1G24560.TAIR10	8702385	Chr1	False
6294	6294	-2.19052558448	AT4G26940.TAIR10	13529425	Chr4	False
6295	6295	-1.36779481459	AT2G03830.TAIR10	1171136	Chr2	False
6296	6296	-2.10936868437	AT3G13790.TAIR10	4532911	Chr3	False
6297	6297	-1.6545833813	AT4G02620.TAIR10	1149248	Chr4	False
6298	6298	-1.18744027389	AT2G03770.TAIR10	1150871	Chr2	False
6299	6299	-1.89477349027	AT4G23360.TAIR10	12200269	Chr4	False
6300	6300	-0.97445043942	AT2G06040.TAIR10	2352154	Chr2	False
6301	6301	-2.36533475288	AT1G04810.TAIR10	1350180	Chr1	False
6302	6302	1.33364876946	AT3G53630.TAIR10	19883879	Chr3	False
6303	6303	-2.13935434948	AT4G18000.TAIR10	9989753	Chr4	False
6304	6304	-1.38572818226	AT2G38060.TAIR10	15922557	Chr2	False
6305	6305	-1.68564676057	AT5G48360.TAIR10	19595657	Chr5	False
6306	6306	-2.18708178596	AT2G20120.TAIR10	8687354	Chr2	False
6307	6307	-1.05928903115	AT5G28821.TAIR10	10832919	Chr5	False
6308	6308	-2.14957000045	AT2G23890.TAIR10	10170601	Chr2	False
6309	6309	-2.32566185738	AT3G27120.TAIR10	9999694	Chr3	False
6310	6310	-2.04855500885	AT5G53290.TAIR10	21617813	Chr5	False
6311	6311	-1.69583409606	AT5G67440.TAIR10	26912707	Chr5	False
6312	6312	-2.36591452854	AT3G21300.TAIR10	7493439	Chr3	False
6313	6313	-2.38260383578	AT3G61111.TAIR10	22613230	Chr3	False
6314	6314	0.795230916516	AT5G35195.TAIR10	13449573	Chr5	False
6315	6315	-0.442140466101	AT1G74120.TAIR10	27871274	Chr1	False
6316	6316	-1.14385559089	AT2G35635.TAIR10	14980970	Chr2	True
6317	6317	-1.40000317237	AT1G03055.TAIR10	710018	Chr1	False
6318	6318	-1.86104192854	AT1G05320.TAIR10	1553608	Chr1	False
6319	6319	-2.1327866145	AT4G29340.TAIR10	14447647	Chr4	False
6320	6320	-1.5112595719	AT1G14600.TAIR10	5001011	Chr1	False
6321	6321	-2.0747048798	AT5G57500.TAIR10	23286237	Chr5	False
6322	6322	-0.787483598328	AT4G05110.TAIR10	2626405	Chr4	False
6323	6323	-2.19794015883	AT5G49020.TAIR10	19871251	Chr5	False
6324	6324	-0.464959670824	AT5G45120.TAIR10	18241003	Chr5	False
6325	6325	-0.0982154792933	AT3G44720.TAIR10	16271652	Chr3	False
6326	6326	-2.0398446252	AT5G51090.TAIR10	20772237	Chr5	False
6327	6327	-1.66720606448	AT5G01850.TAIR10	332337	Chr5	False
6328	6328	-2.29500908172	AT2G16950.TAIR10	7353847	Chr2	False
6329	6329	-1.86782079057	AT2G38490.TAIR10	16113491	Chr2	True
6330	6330	-2.51843546746	AT5G39450.TAIR10	15785717	Chr5	False
6331	6331	-2.2558645337	AT5G58460.TAIR10	23632361	Chr5	False
6332	6332	-2.51805496312	AT1G54550.TAIR10	20369651	Chr1	False
6333	6333	-1.10230028833	AT4G11590.TAIR10	7008603	Chr4	False
6334	6334	-2.10781115298	AT4G39290.TAIR10	18285205	Chr4	False
6335	6335	-0.278606040565	AT4G16710.TAIR10	9398548	Chr4	False
6336	6336	-1.70263694692	AT3G13840.TAIR10	4555305	Chr3	False
6337	6337	-2.3548399149	AT1G77080.TAIR10	28955637	Chr1	False
6338	6338	-2.36469174165	AT3G47833.TAIR10	17648623	Chr3	False
6339	6339	-1.16411867492	AT3G03400.TAIR10	808745	Chr3	False
6340	6340	-1.10813752806	AT1G51350.TAIR10	19035755	Chr1	False
6341	6341	-2.18216298647	AT5G51300.TAIR10	20848897	Chr5	False
6342	6342	-1.33644121576	AT1G60140.TAIR10	22176934	Chr1	False
6343	6343	-2.39814695723	AT4G24020.TAIR10	12479752	Chr4	False
6344	6344	-2.02088869419	AT2G31010.TAIR10	13194185	Chr2	False
6345	6345	-2.15912903521	AT3G12290.TAIR10	3919502	Chr3	False
6346	6346	-1.67257325421	AT4G22860.TAIR10	11997393	Chr4	False
6347	6347	-1.78920570813	AT3G55060.TAIR10	20402984	Chr3	False
6348	6348	0.797505232664	AT5G40870.TAIR10	16374908	Chr5	False
6349	6349	-1.13754485714	AT3G47180.TAIR10	17372800	Chr3	False
6350	6350	-2.3643092042	AT5G12950.TAIR10	4092953	Chr5	False
6351	6351	-2.26130866719	AT2G25430.TAIR10	10822370	Chr2	False
6352	6352	-0.53397369451	AT4G19250.TAIR10	10531504	Chr4	False
6353	6353	-1.94921431141	AT3G09320.TAIR10	2861743	Chr3	False
6354	6354	-1.74263657444	AT1G24590.TAIR10	8714389	Chr1	True
6355	6355	-0.861471524526	AT1G66610.TAIR10	24849716	Chr1	False
6356	6356	-1.22978137895	AT3G53260.TAIR10	19744051	Chr3	False
6357	6357	0.39308580141	AT1G66780.TAIR10	24909213	Chr1	False
6358	6358	-2.0431253037	AT5G10910.TAIR10	3439553	Chr5	False
6359	6359	-2.04840750601	AT2G30150.TAIR10	12874706	Chr2	False
6360	6360	-0.99676874062	AT2G21270.TAIR10	9107566	Chr2	False
6361	6361	-1.98402322946	AT4G15053.TAIR10	8591930	Chr4	False
6362	6362	-1.90697012059	AT3G13677.TAIR10	4476296	Chr3	False
6363	6363	-2.60880605752	AT4G17150.TAIR10	9638174	Chr4	False
6364	6364	-1.79293908953	AT3G43290.TAIR10	15230568	Chr3	False
6365	6365	-2.25230312965	AT1G07850.TAIR10	2426745	Chr1	False
6366	6366	-2.41397743517	AT1G21370.TAIR10	7483882	Chr1	False
6367	6367	-0.904056870884	AT3G48740.TAIR10	18052466	Chr3	False
6368	6368	-1.3967687619	AT2G25910.TAIR10	11049055	Chr2	False
6369	6369	-0.408328378049	AT3G24506.TAIR10	8928169	Chr3	False
6370	6370	-2.30600797894	AT1G43730.TAIR10	16508723	Chr1	False
6371	6371	-1.78667981476	AT1G29290.TAIR10	10244966	Chr1	False
6372	6372	-1.36225606058	AT4G28703.TAIR10	14166269	Chr4	False
6373	6373	-2.35048020447	AT4G03440.TAIR10	1524199	Chr4	False
6374	6374	-2.30456194193	AT1G72180.TAIR10	27162820	Chr1	False
6375	6375	-1.74881880765	AT5G14480.TAIR10	4667774	Chr5	False
6376	6376	-2.00471574956	AT4G24470.TAIR10	12645564	Chr4	True
6377	6377	-1.25721712874	AT1G52910.TAIR10	19708057	Chr1	False
6378	6378	-2.21358708778	AT4G12520.TAIR10	7421056	Chr4	False
6379	6379	-2.44934207712	AT1G26340.TAIR10	9113900	Chr1	False
6380	6380	-2.43420276303	AT3G09060.TAIR10	2766367	Chr3	False
6381	6381	-2.26334718694	AT4G18520.TAIR10	10215120	Chr4	False
6382	6382	-1.74124359842	AT3G61640.TAIR10	22810041	Chr3	False
6383	6383	-1.5545674139	AT2G29780.TAIR10	12717786	Chr2	False
6384	6384	-2.16464043056	AT1G10710.TAIR10	3558358	Chr1	False
6385	6385	-2.00665326666	AT1G53280.TAIR10	19864770	Chr1	False
6386	6386	-1.99598528832	AT5G55770.TAIR10	22571645	Chr5	False
6387	6387	-0.888182100516	AT4G12890.TAIR10	7546377	Chr4	False
6388	6388	-0.126785244134	AT5G38197.TAIR10	15251024	Chr5	False
6389	6389	-0.554533650268	AT5G38060.TAIR10	15189444	Chr5	False
6390	6390	-1.67755494168	AT1G71520.TAIR10	26938525	Chr1	False
6391	6391	-0.361617118723	AT3G52750.TAIR10	19549661	Chr3	False
6392	6392	-2.14137965229	AT1G65620.TAIR10	24398925	Chr1	False
6393	6393	-1.96910257591	AT2G06210.TAIR10	2428903	Chr2	False
6394	6394	-2.01046315922	AT1G21240.TAIR10	7434303	Chr1	False
6395	6395	-1.53020280104	AT4G01780.TAIR10	767310	Chr4	False
6396	6396	-2.29390053864	AT3G22170.TAIR10	7822018	Chr3	False
6397	6397	-1.32464696018	AT2G25409.TAIR10	10815362	Chr2	False
6398	6398	-2.36017287154	AT4G37050.TAIR10	17457135	Chr4	False
6399	6399	-0.905038405627	AT5G49750.TAIR10	20210878	Chr5	False
6400	6400	-1.05083168982	AT4G29970.TAIR10	14662765	Chr4	False
6401	6401	1.98724564684	AT3G53710.TAIR10	19903313	Chr3	True
6402	6402	-2.19335748085	AT5G61980.TAIR10	24894472	Chr5	False
6403	6403	-2.23547186136	AT1G80810.TAIR10	30365287	Chr1	False
6404	6404	-0.567250392705	AT5G66658.TAIR10	26608316	Chr5	False
6405	6405	-1.93332346636	AT1G78130.TAIR10	29400140	Chr1	False
6406	6406	-2.34054868531	AT4G21650.TAIR10	11501198	Chr4	False
6407	6407	0.402537874784	AT1G18300.TAIR10	6299687	Chr1	False
6408	6408	-1.56829560084	AT2G41835.TAIR10	17457786	Chr2	False
6409	6409	-0.745199541753	AT2G18193.TAIR10	7917505	Chr2	False
6410	6410	-0.654242590098	AT3G25572.TAIR10	9287263	Chr3	False
6411	6411	-1.88641785758	AT5G01660.TAIR10	244504	Chr5	False
6412	6412	-1.87207907024	AT5G35090.TAIR10	13358414	Chr5	False
6413	6413	-0.68957711457	AT2G18660.TAIR10	8090658	Chr2	False
6414	6414	-2.18336214532	AT4G24760.TAIR10	12761283	Chr4	False
6415	6415	-1.63963331575	AT1G03470.TAIR10	865915	Chr1	False
6416	6416	-1.95280101446	AT5G15870.TAIR10	5182641	Chr5	False
6417	6417	-2.14352179553	AT2G26430.TAIR10	11243219	Chr2	False
6418	6418	-1.501076962	AT3G20100.TAIR10	7018995	Chr3	False
6419	6419	-1.31325725149	AT2G46995.TAIR10	19309468	Chr2	False
6420	6420	-0.0681518781022	AT1G76430.TAIR10	28678935	Chr1	False
6421	6421	-0.731888192319	AT1G71910.TAIR10	27064932	Chr1	False
6422	6422	-1.84004196461	AT5G47430.TAIR10	19235631	Chr5	False
6423	6423	-0.763803940069	AT2G17230.TAIR10	7494536	Chr2	False
6424	6424	-1.86750500523	AT3G46120.TAIR10	16935921	Chr3	False
6425	6425	-0.180703686741	AT1G08550.TAIR10	2706924	Chr1	False
6426	6426	-2.00729574598	AT5G35220.TAIR10	13484431	Chr5	False
6427	6427	-0.870673144703	AT2G30840.TAIR10	13135430	Chr2	False
6428	6428	-2.34176080128	AT1G73000.TAIR10	27462995	Chr1	False
6429	6429	-2.01098265341	AT3G13720.TAIR10	4495019	Chr3	True
6430	6430	-2.45597280132	AT1G54320.TAIR10	20275534	Chr1	False
6431	6431	-2.06873066386	AT3G06160.TAIR10	1864273	Chr3	False
6432	6432		AT1G65346.TAIR10	24273181	Chr1	False
6433	6433	-1.96803497294	AT3G29797.TAIR10	11717613	Chr3	False
6434	6434	-1.84483754689	AT1G21864.TAIR10	7675502	Chr1	False
6435	6435	-1.87283090385	AT5G66770.TAIR10	26660600	Chr5	False
6436	6436	-1.84458697122	AT3G42560.TAIR10	14680265	Chr3	False
6437	6437	-1.45476905264	AT5G43340.TAIR10	17393598	Chr5	False
6438	6438	-1.43014489234	AT2G38220.TAIR10	16007891	Chr2	False
6439	6439	-0.729117343184	AT1G22800.TAIR10	8071935	Chr1	False
6440	6440	-2.12544357955	AT4G32390.TAIR10	15636415	Chr4	False
6441	6441	-1.96012088413	AT1G74080.TAIR10	27855699	Chr1	False
6442	6442	-0.926034439996	AT1G28450.TAIR10	10003966	Chr1	False
6443	6443	-2.15016382705	AT4G27654.TAIR10	13811645	Chr4	False
6444	6444	-2.46988675979	AT4G15090.TAIR10	8614067	Chr4	False
6445	6445	-1.56465765715	AT3G45490.TAIR10	16686962	Chr3	False
6446	6446	-1.76439510008	AT1G63090.TAIR10	23391063	Chr1	True
6447	6447	-1.37660094017	AT3G01331.TAIR10	119618	Chr3	False
6448	6448	-0.881672793438	AT5G37770.TAIR10	14998854	Chr5	False
6449	6449	-0.972219237551	AT2G43750.TAIR10	18129435	Chr2	False
6450	6450	-1.44539490247	AT5G45460.TAIR10	18416614	Chr5	False
6451	6451	2.23833243421	AT4G02540.TAIR10	1117154	Chr4	False
6452	6452	-1.11567932862	AT5G22170.TAIR10	7350575	Chr5	False
6453	6453	-1.93456794887	AT4G08150.TAIR10	5147700	Chr4	True
6454	6454	-0.0309167139506	AT3G53050.TAIR10	19669084	Chr3	False
6455	6455	-1.46079972252	AT1G66570.TAIR10	24835251	Chr1	False
6456	6456	-2.01698696982	AT3G18710.TAIR10	6434083	Chr3	False
6457	6457	-0.79169272663	AT1G73680.TAIR10	27704194	Chr1	False
6458	6458	-1.86665037306	AT5G01800.TAIR10	306968	Chr5	False
6459	6459	0.471381163615	AT1G02940.TAIR10	663079	Chr1	False
6460	6460	-1.86114895107	AT1G51300.TAIR10	19014260	Chr1	False
6461	6461	-0.390215117317	AT4G22790.TAIR10	11975031	Chr4	False
6462	6462	-2.19383497771	AT1G51150.TAIR10	18948370	Chr1	False
6463	6463	-1.8940134981	AT1G74850.TAIR10	28118849	Chr1	False
6464	6464	-0.74064163504	AT1G07090.TAIR10	2173952	Chr1	False
6465	6465	-1.80203456849	AT1G59660.TAIR10	21924693	Chr1	False
6466	6466	-1.66944175347	AT1G24265.TAIR10	8600477	Chr1	False
6467	6467	0.0194368542184	AT5G24190.TAIR10	8199757	Chr5	False
6468	6468	-1.79047578897	AT2G40950.TAIR10	17087620	Chr2	False
6469	6469	-2.03839758663	AT1G71090.TAIR10	26812212	Chr1	False
6470	6470	-1.16462331557	AT1G53000.TAIR10	19745046	Chr1	True
6471	6471	-2.4391482164	AT4G38225.TAIR10	17927198	Chr4	False
6472	6472	-2.17325521553	AT5G67580.TAIR10	26955135	Chr5	False
6473	6473	0.106505998638	AT5G51640.TAIR10	20975180	Chr5	False
6474	6474	-1.65508431203	AT1G47890.TAIR10	17643976	Chr1	False
6475	6475	-1.19422293149	AT2G02580.TAIR10	701946	Chr2	False
6476	6476	-2.3644401738	AT5G05330.TAIR10	1576982	Chr5	False
6477	6477	-1.81600095941	AT1G72270.TAIR10	27199733	Chr1	False
6478	6478	-0.909170812792	AT5G42010.TAIR10	16802280	Chr5	False
6479	6479	-1.70807032696	AT2G38185.TAIR10	15999926	Chr2	False
6480	6480	-2.27332415406	AT4G25520.TAIR10	13032178	Chr4	False
6481	6481	-2.31778405474	AT3G54640.TAIR10	20223148	Chr3	False
6482	6482		ATMG00120.TAIR10	32041	ChrM	False
6483	6483	-2.29365804157	AT5G04550.TAIR10	1303180	Chr5	False
6484	6484	-2.11504792989	AT5G58910.TAIR10	23789522	Chr5	False
6485	6485	1.23545785571	AT4G04670.TAIR10	2367566	Chr4	False
6486	6486	-2.14856947392	AT1G47660.TAIR10	17533941	Chr1	False
6487	6487	-2.26077632621	AT3G14130.TAIR10	4685646	Chr3	False
6488	6488	-2.14273794683	AT4G32280.TAIR10	15583387	Chr4	False
6489	6489	-0.569259725564	AT1G36150.TAIR10	13528257	Chr1	False
6490	6490	-1.68882265844	AT1G60080.TAIR10	22152230	Chr1	False
6491	6491	-1.97504319902	AT2G06960.TAIR10	2867672	Chr2	False
6492	6492	-2.44170124723	AT4G23740.TAIR10	12366386	Chr4	False
6493	6493	-2.42555939465	AT1G54490.TAIR10	20350191	Chr1	True
6494	6494	-2.09953991766	AT5G60490.TAIR10	24325727	Chr5	False
6495	6495	-1.44747332084	AT1G35030.TAIR10	12808246	Chr1	False
6496	6496	-2.01143856761	AT4G27750.TAIR10	13841688	Chr4	False
6497	6497	-1.91060700141	AT4G14110.TAIR10	8132886	Chr4	False
6498	6498	-0.68288583613	AT3G25110.TAIR10	9146271	Chr3	False
6499	6499	-0.615844720702	AT2G02470.TAIR10	652580	Chr2	False
6500	6500	-2.03531868406	AT3G15450.TAIR10	5212984	Chr3	True
6501	6501	-1.46267173395	AT4G21880.TAIR10	11604986	Chr4	False
6502	6502	-2.11702570415	AT4G35987.TAIR10	17035028	Chr4	False
6503	6503	-2.19806330665	AT3G56760.TAIR10	21020558	Chr3	False
6504	6504	-1.91364524476	AT1G73180.TAIR10	27517916	Chr1	False
6505	6505	-1.48790099033	AT3G52010.TAIR10	19296244	Chr3	False
6506	6506	-2.38771604973	AT4G02482.TAIR10	1092002	Chr4	False
6507	6507	-2.26426921717	AT3G48120.TAIR10	17772057	Chr3	False
6508	6508	-1.81352616358	AT5G35525.TAIR10	13707084	Chr5	False
6509	6509	-0.445913646174	AT4G30030.TAIR10	14682210	Chr4	False
6510	6510	-0.0261616721405	AT3G10320.TAIR10	3195314	Chr3	False
6511	6511	-2.34674638546	AT3G22670.TAIR10	8017771	Chr3	False
6512	6512	-0.561796499777	AT4G17710.TAIR10	9856296	Chr4	False
6513	6513	-1.74566233601	AT1G08280.TAIR10	2608408	Chr1	False
6514	6514	-2.098522573	AT5G19560.TAIR10	6603291	Chr5	False
6515	6515		AT2G07702.TAIR10	3372697	Chr2	False
6516	6516	0.638053956534	AT4G15690.TAIR10	8934324	Chr4	False
6517	6517	-0.500771766645	AT5G34885.TAIR10	13201475	Chr5	False
6518	6518	-1.24018837911	AT4G17650.TAIR10	9827515	Chr4	False
6519	6519	-2.37914418953	AT4G11120.TAIR10	6777802	Chr4	False
6520	6520	-0.568103699542	AT5G26950.TAIR10	9483251	Chr5	False
6521	6521	-2.42659325425	AT2G33490.TAIR10	14183552	Chr2	False
6522	6522	0.37613090659	AT1G24485.TAIR10	8678858	Chr1	False
6523	6523	-1.98433662104	AT4G14104.TAIR10	8128708	Chr4	False
6524	6524	-1.96067495983	AT5G35400.TAIR10	13599220	Chr5	False
6525	6525	0.653756655146	AT2G27270.TAIR10	11672271	Chr2	False
6526	6526	0.164650736763	AT1G30020.TAIR10	10515874	Chr1	False
6527	6527	-2.23080424968	AT5G61150.TAIR10	24603656	Chr5	False
6528	6528	-0.78012488428	AT4G24930.TAIR10	12821223	Chr4	False
6529	6529	1.18175240551	AT5G47928.TAIR10	19405751	Chr5	False
6530	6530	0.11239141852	AT1G62181.TAIR10	22977712	Chr1	False
6531	6531	-2.09900219369	AT5G61230.TAIR10	24627187	Chr5	True
6532	6532	-0.932060094955	AT4G14390.TAIR10	8289644	Chr4	False
6533	6533	-2.09050226825	AT5G17110.TAIR10	5626563	Chr5	False
6534	6534	-2.35445824981	AT1G13000.TAIR10	4436105	Chr1	False
6535	6535	-1.92102365263	AT5G65940.TAIR10	26376610	Chr5	False
6536	6536	-2.37220360395	AT3G20020.TAIR10	6983705	Chr3	False
6537	6537	-1.65007195875	AT3G55050.TAIR10	20400488	Chr3	False
6538	6538	-2.07170237103	AT1G20510.TAIR10	7103454	Chr1	False
6539	6539	-1.1668857381	AT1G75640.TAIR10	28403466	Chr1	False
6540	6540	-2.12733943661	AT1G06400.TAIR10	1950844	Chr1	True
6541	6541	-1.6318662476	AT4G33920.TAIR10	16260663	Chr4	False
6542	6542	-0.791105035473	AT3G27400.TAIR10	10140323	Chr3	False
6543	6543	-2.14905106643	AT4G16600.TAIR10	9350039	Chr4	False
6544	6544	-1.83727935672	AT5G27150.TAIR10	9553438	Chr5	False
6545	6545	-1.85279870464	AT1G10657.TAIR10	3530467	Chr1	False
6546	6546	-1.40607198304	AT4G38160.TAIR10	17902266	Chr4	False
6547	6547	-1.95529412102	AT2G31890.TAIR10	13556500	Chr2	False
6548	6548	-1.18249240699	AT1G58070.TAIR10	21502905	Chr1	False
6549	6549	-1.51371611282	AT1G19040.TAIR10	6576895	Chr1	False
6550	6550	0.600169358084	AT4G00250.TAIR10	112705	Chr4	False
6551	6551	-2.27048945239	AT1G69940.TAIR10	26343369	Chr1	False
6552	6552	-2.18623451506	AT3G05350.TAIR10	1526963	Chr3	False
6553	6553	-2.36476527466	AT4G09040.TAIR10	5794529	Chr4	False
6554	6554	0.152943212874	AT4G21800.TAIR10	11572790	Chr4	False
6555	6555	-1.99880938867	AT5G61570.TAIR10	24758347	Chr5	False
6556	6556	-1.11229346599	AT1G12870.TAIR10	4387129	Chr1	False
6557	6557	-0.189929871196	AT5G47750.TAIR10	19339703	Chr5	False
6558	6558	-2.25657260569	AT1G44170.TAIR10	16796400	Chr1	False
6559	6559	-0.844660732238	AT4G08390.TAIR10	5314905	Chr4	False
6560	6560	-2.1283333053	AT3G07820.TAIR10	2496440	Chr3	False
6561	6561	-0.99382577432	AT2G47370.TAIR10	19438951	Chr2	False
6562	6562	-2.48308643332	AT4G15140.TAIR10	8639424	Chr4	False
6563	6563	-1.09975375583	AT5G66720.TAIR10	26638790	Chr5	False
6564	6564	-1.50270766183	AT3G21000.TAIR10	7363921	Chr3	False
6565	6565	-2.02465325171	AT5G14980.TAIR10	4849600	Chr5	False
6566	6566	-0.897650523692	AT1G27280.TAIR10	9474027	Chr1	False
6567	6567	-2.40005797978	AT3G01400.TAIR10	151762	Chr3	False
6568	6568	-2.41591923251	AT5G54980.TAIR10	22315699	Chr5	False
6569	6569	-0.990365105326	AT5G19940.TAIR10	6739624	Chr5	False
6570	6570	-1.5113090276	AT1G76360.TAIR10	28643038	Chr1	False
6571	6571	-0.802677315857	AT5G57650.TAIR10	23345797	Chr5	False
6572	6572	-2.42492941107	AT3G61690.TAIR10	22827884	Chr3	False
6573	6573	-1.05702801527	AT1G30290.TAIR10	10670320	Chr1	False
6574	6574	-1.89156542375	AT1G32100.TAIR10	11546338	Chr1	False
6575	6575	-2.33297757745	AT2G24630.TAIR10	10471303	Chr2	False
6576	6576	-1.74794808713	AT1G13870.TAIR10	4747265	Chr1	False
6577	6577	-2.25154099906	AT1G68790.TAIR10	25834709	Chr1	False
6578	6578	-1.72325207574	AT5G08640.TAIR10	2803958	Chr5	False
6579	6579	-2.04860471354	AT5G04430.TAIR10	1250251	Chr5	True
6580	6580	-1.78061123747	AT2G29710.TAIR10	12698673	Chr2	False
6581	6581	-1.62754212886	AT2G11623.TAIR10	4660870	Chr2	False
6582	6582	-2.24065322064	AT1G14750.TAIR10	5079407	Chr1	False
6583	6583	-2.23389374561	AT5G60300.TAIR10	24264622	Chr5	False
6584	6584	-2.29115129664	AT4G10060.TAIR10	6288827	Chr4	False
6585	6585	-1.92600152826	AT5G06990.TAIR10	2169602	Chr5	False
6586	6586	-0.600975277098	AT4G24231.TAIR10	12568875	Chr4	False
6587	6587	-0.504078583404	AT3G56490.TAIR10	20941502	Chr3	False
6588	6588	-1.52990226361	AT3G47490.TAIR10	17498337	Chr3	False
6589	6589	-2.35016645967	AT5G14740.TAIR10	4757972	Chr5	False
6590	6590	-1.26119173061	AT5G38300.TAIR10	15305932	Chr5	False
6591	6591	-1.95397849924	AT3G49130.TAIR10	18210453	Chr3	False
6592	6592	-2.03922403416	AT1G70970.TAIR10	26759834	Chr1	False
6593	6593	0.619159222543	AT2G28450.TAIR10	12162051	Chr2	False
6594	6594	-0.680260002105	AT1G61190.TAIR10	22557602	Chr1	False
6595	6595	-1.73258371039	AT1G24620.TAIR10	8723712	Chr1	False
6596	6596	-1.93813660393	AT1G48760.TAIR10	18035986	Chr1	False
6597	6597	-0.0779146505918	AT4G35980.TAIR10	17030572	Chr4	False
6598	6598	-2.41391889145	AT5G50290.TAIR10	20461777	Chr5	False
6599	6599	-2.04763337393	AT3G61920.TAIR10	22932496	Chr3	False
