	IntA	IntB	originCol	qualityIntact	qualityBiogrid	confirmed
398	AT4G37260	AT5G45680	PvA	#N/A	#N/A	FALSE
399	AT3G52120	AT4G37260	PvA	#N/A	#N/A	FALSE
400	AT4G18040	AT4G37260	PvA	#N/A	#N/A	FALSE
401	AT3G50670	AT4G37260	PvA	#N/A	#N/A	FALSE
402	AT2G44840	AT4G16143	PvA	#N/A	#N/A	FALSE
403	AT1G04250	AT1G09500	PvA	#N/A	#N/A	FALSE
404	AT3G05640	AT4G37260	PvA	#N/A	#N/A	FALSE
405	AT4G37260	AT5G49210	PvA	#N/A	#N/A	FALSE
406	AT2G33430	AT4G37260	PvA	#N/A	#N/A	FALSE
407	AT3G60360	AT4G37260	PvA	#N/A	#N/A	FALSE
408	AT3G19120	AT4G37260	PvA	#N/A	#N/A	FALSE
409	AT2G42260	AT4G37260	PvA	#N/A	#N/A	FALSE
410	AT4G37260	AT5G49690	PvA	#N/A	#N/A	FALSE
411	AT3G18210	AT4G37260	PvA	#N/A	#N/A	FALSE
412	AT2G30360	AT4G37260	PvA	#N/A	#N/A	FALSE
413	AT4G37260	AT5G14170	PvA	#N/A	#N/A	FALSE
414	AT3G06430	AT4G37260	PvA	#N/A	#N/A	FALSE
415	AT3G01690	AT4G37260	PvA	#N/A	#N/A	FALSE
416	AT1G51580	AT4G37260	PvA	#N/A	#N/A	FALSE
417	AT2G32650	AT4G37260	PvA	#N/A	#N/A	FALSE
418	AT4G11070	AT4G37260	PvA	#N/A	#N/A	FALSE
419	AT3G18140	AT4G37260	PvA	#N/A	#N/A	FALSE
420	AT4G18372	AT4G37260	PvA	#N/A	#N/A	FALSE
421	AT4G23910	AT4G37260	PvA	#N/A	#N/A	FALSE
422	AT3G55150	AT4G37260	PvA	#N/A	#N/A	FALSE
423	AT4G09650	AT4G37260	PvA	#N/A	#N/A	FALSE
424	AT3G21150	AT4G37260	PvA	#N/A	#N/A	FALSE
425	AT4G37260	AT5G22890	PvA	#N/A	#N/A	FALSE
426	AT1G13690	AT4G39410	PvA	#N/A	#N/A	FALSE
427	AT4G15770	AT4G25470	PvA	#N/A	#N/A	FALSE
428	AT1G17550	AT4G01026	PvA	#N/A	#N/A	FALSE
429	AT1G07210	AT4G37260	PvA	#N/A	#N/A	FALSE
430	AT3G12830	AT4G37260	PvA	#N/A	#N/A	FALSE
431	AT4G15770	AT4G37260	PvA	#N/A	#N/A	FALSE
432	AT3G17668	AT4G37260	PvA	#N/A	#N/A	FALSE
433	AT4G37260	AT5G48335	PvA	#N/A	#N/A	FALSE
434	AT4G37260	AT5G62770	PvA	#N/A	#N/A	FALSE
435	AT1G51100	AT4G37260	PvA	#N/A	#N/A	FALSE
436	AT3G50910	AT5G44420	PvA	#N/A	#N/A	FALSE
437	AT1G06460	AT4G37260	PvA	#N/A	#N/A	FALSE
438	AT4G37260	AT5G05790	PvA	#N/A	#N/A	FALSE
439	AT3G49810	AT4G37260	PvA	#N/A	#N/A	FALSE
440	AT3G57720	AT4G37260	PvA	#N/A	#N/A	FALSE
441	AT2G39100	AT4G37260	PvA	#N/A	#N/A	FALSE
442	AT3G13200	AT4G37260	PvA	#N/A	#N/A	FALSE
443	AT4G02770	AT4G37260	PvA	#N/A	#N/A	FALSE
444	AT1G67090	AT4G37260	PvA	#N/A	#N/A	FALSE
445	AT1G02140	AT4G37260	PvA	#N/A	#N/A	FALSE
446	AT3G11850	AT3G30210	PvA	#N/A	#N/A	FALSE
447	AT2G43370	AT4G37260	PvA	#N/A	#N/A	FALSE
448	AT1G77710	AT4G37260	PvA	#N/A	#N/A	FALSE
449	AT4G20300	AT4G37260	PvA	#N/A	#N/A	FALSE
450	AT4G37260	AT5G20920	PvA	#N/A	#N/A	FALSE
451	AT4G28860	AT4G37260	PvA	#N/A	#N/A	FALSE
452	AT4G18700	AT4G37260	PvA	#N/A	#N/A	FALSE
453	AT1G56170	AT2G46790	PvA	#N/A	#N/A	FALSE
454	AT2G46790	AT5G63470	PvA	#N/A	#N/A	FALSE
455	AT2G25250	AT4G37260	PvA	#N/A	#N/A	FALSE
456	AT1G09810	AT4G37260	PvA	#N/A	#N/A	FALSE
457	AT1G54200	AT4G37260	PvA	#N/A	#N/A	FALSE
458	AT3G02460	AT4G37260	PvA	#N/A	#N/A	FALSE
459	AT2G37630	AT4G37260	PvA	#N/A	#N/A	FALSE
460	AT1G76890	AT4G37260	PvA	#N/A	#N/A	FALSE
461	AT3G48510	AT4G37260	PvA	#N/A	#N/A	FALSE
462	AT4G18830	AT4G37260	PvA	#N/A	#N/A	FALSE
463	AT4G37260	AT5G25510	PvA	#N/A	#N/A	FALSE
464	AT1G10650	AT4G37260	PvA	#N/A	#N/A	FALSE
465	AT1G21600	AT4G37260	PvA	#N/A	#N/A	FALSE
466	AT3G57730	AT4G37260	PvA	#N/A	#N/A	FALSE
467	AT2G32180	AT4G37260	PvA	#N/A	#N/A	FALSE
468	AT2G27020	AT4G37260	PvA	#N/A	#N/A	FALSE
469	AT1G10650	AT2G44840	PvA	#N/A	#N/A	FALSE
470	AT1G03130	AT4G37260	PvA	#N/A	#N/A	FALSE
471	AT2G25880	AT4G37260	PvA	#N/A	#N/A	FALSE
472	AT1G72670	AT4G37260	PvA	#N/A	#N/A	FALSE
473	AT4G37260	AT5G25280	PvA	#N/A	#N/A	FALSE
474	AT4G37260	AT5G27720	PvA	#N/A	#N/A	FALSE
475	AT4G09060	AT4G32010	PvA	#N/A	#N/A	FALSE
476	AT3G62550	AT4G32010	PvA	#N/A	#N/A	FALSE
477	AT4G32010	AT5G59730	PvA	#N/A	#N/A	FALSE
478	AT1G79650	AT4G32010	PvA	#N/A	#N/A	FALSE
479	AT3G02140	AT4G32010	PvA	#N/A	#N/A	FALSE
480	AT4G22720	AT4G32010	PvA	#N/A	#N/A	FALSE
481	AT4G32010	AT5G39340	PvA	#N/A	#N/A	FALSE
482	AT4G05450	AT4G32010	PvA	#N/A	#N/A	FALSE
483	AT2G25490	AT4G32010	PvA	#N/A	#N/A	FALSE
484	AT2G35940	AT4G32010	PvA	#N/A	#N/A	FALSE
485	AT4G00780	AT4G24470	PvA	#N/A	#N/A	FALSE
486	AT4G24470	AT5G18580	PvA	#N/A	#N/A	FALSE
487	AT3G03450	AT5G59450	PvA	#N/A	#N/A	FALSE
488	AT2G31955	AT3G03450	PvA	#N/A	#N/A	FALSE
489	AT3G03450	AT5G23130	PvA	#N/A	#N/A	FALSE
490	AT1G02690	AT5G01600	PvA	#N/A	#N/A	FALSE
491	AT3G18240	AT5G18580	PvA	#N/A	#N/A	FALSE
492	AT3G23610	AT5G04820	PvA	#N/A	#N/A	FALSE
493	AT3G14080	AT3G53250	PvA	#N/A	#N/A	FALSE
494	AT3G03450	AT5G25580	PvA	#N/A	#N/A	FALSE
495	AT1G68590	AT5G01600	PvA	#N/A	#N/A	FALSE
496	AT5G12190	AT5G67300	PvA	#N/A	#N/A	FALSE
497	AT3G06790	AT5G67300	PvA	#N/A	#N/A	FALSE
498	AT1G19220	AT1G51950	PvA	HQ	binary	TRUE
499	AT4G16143	AT4G24470	PvA	#N/A	#N/A	FALSE
500	AT3G03450	AT5G28770	PvA	#N/A	#N/A	FALSE
501	AT4G16143	AT5G01600	PvA	#N/A	#N/A	FALSE
502	AT4G02150	AT5G01600	PvA	#N/A	#N/A	FALSE
503	AT2G04550	AT3G58680	PvA	#N/A	#N/A	FALSE
504	AT5G18930	AT5G39950	PvA	#N/A	#N/A	FALSE
505	AT1G61150	AT3G23610	PvA	#N/A	#N/A	FALSE
506	AT5G57950	AT5G60890	PvA	#N/A	#N/A	FALSE
507	AT3G03450	AT5G65683	PvA	#N/A	#N/A	FALSE
508	AT4G00180	AT5G67300	PvA	#N/A	#N/A	FALSE
509	AT2G23290	AT5G67300	PvA	#N/A	#N/A	FALSE
510	AT1G05510	AT4G18010	PvA	#N/A	#N/A	FALSE
511	AT3G48680	AT4G24470	PvA	#N/A	#N/A	FALSE
512	AT4G20130	AT4G24470	PvA	#N/A	#N/A	FALSE
513	AT3G03450	AT3G48680	PvA	#N/A	#N/A	FALSE
514	AT1G04100	AT1G19220	PvA	binary	binary	TRUE
515	AT1G19220	AT3G04730	PvA	binary	binary	TRUE
516	AT4G32010	AT5G50230	PvA	#N/A	#N/A	FALSE
517	AT4G32010	AT5G42970	PvA	#N/A	#N/A	FALSE
518	AT4G32010	AT5G55620	PvA	#N/A	#N/A	FALSE
519	AT4G32010	AT5G48470	PvA	#N/A	#N/A	FALSE
520	AT3G08710	AT5G18930	PvA	#N/A	#N/A	FALSE
521	AT1G13690	AT3G23610	PvA	#N/A	#N/A	FALSE
522	AT1G64000	AT2G22880	PvA	#N/A	#N/A	FALSE
523	AT4G32010	AT5G05790	PvA	#N/A	#N/A	FALSE
524	AT4G32010	AT4G33925	PvA	#N/A	#N/A	FALSE
525	AT2G41680	AT4G32010	PvA	#N/A	#N/A	FALSE
526	AT3G03450	AT3G13740	PvA	#N/A	#N/A	FALSE
527	AT3G48150	AT4G32010	PvA	#N/A	#N/A	FALSE
528	AT1G56170	AT4G24470	PvA	#N/A	#N/A	FALSE
529	AT4G24470	AT5G63470	PvA	#N/A	#N/A	FALSE
530	AT4G28860	AT5G67300	PvA	#N/A	#N/A	FALSE
531	AT1G29260	AT4G32010	PvA	#N/A	#N/A	FALSE
532	AT1G01225	AT4G32010	PvA	#N/A	#N/A	FALSE
533	AT3G17090	AT3G53250	PvA	#N/A	#N/A	FALSE
534	AT1G64000	AT5G08480	PvA	#N/A	#N/A	FALSE
535	AT1G64000	AT4G37710	PvA	#N/A	#N/A	FALSE
536	AT1G76080	AT5G67300	PvA	#N/A	#N/A	FALSE
537	AT1G29260	AT2G33150	PvA	#N/A	#N/A	FALSE
538	AT3G48510	AT4G32010	PvA	#N/A	#N/A	FALSE
539	AT1G60950	AT4G32010	PvA	#N/A	#N/A	FALSE
540	AT4G32010	AT5G51940	PvA	#N/A	#N/A	FALSE
541	AT1G80940	AT4G32010	PvA	#N/A	#N/A	FALSE
542	AT3G18430	AT4G32010	PvA	#N/A	#N/A	FALSE
543	AT1G21600	AT4G32010	PvA	#N/A	#N/A	FALSE
544	AT4G32010	AT4G36030	PvA	#N/A	#N/A	FALSE
545	AT3G56090	AT5G01600	PvA	#N/A	binary	TRUE
546	AT3G03270	AT5G49620	PvA	#N/A	#N/A	FALSE
547	AT2G29540	AT4G32010	PvA	#N/A	#N/A	FALSE
548	AT4G32010	AT5G64150	PvA	#N/A	#N/A	FALSE
549	AT1G68160	AT4G32010	PvA	#N/A	#N/A	FALSE
550	AT1G80370	AT4G32010	PvA	#N/A	#N/A	FALSE
551	AT1G05730	AT4G32010	PvA	#N/A	#N/A	FALSE
552	AT3G51030	AT5G18930	PvA	#N/A	#N/A	FALSE
553	AT3G22810	AT5G01810	PvA	#N/A	#N/A	FALSE
554	AT1G15200	AT4G08150	PvA	#N/A	#N/A	FALSE
555	AT2G44050	AT3G13672	PvA	#N/A	#N/A	FALSE
556	AT1G51090	AT2G44050	PvA	#N/A	#N/A	FALSE
557	AT4G08150	AT5G59730	PvA	#N/A	#N/A	FALSE
558	AT4G08150	AT5G50680	PvA	#N/A	binary	TRUE
559	AT4G01370	AT5G14600	PvA	#N/A	#N/A	FALSE
560	AT2G44050	AT5G01820	PvA	binary	binary	TRUE
561	AT2G44050	AT4G18650	PvA	#N/A	#N/A	FALSE
562	AT2G25490	AT2G46900	PvA	#N/A	#N/A	FALSE
563	AT1G50170	AT3G60630	PvA	binary	binary	TRUE
564	AT1G72030	AT3G60630	PvA	binary	binary	TRUE
565	AT4G08150	AT5G11980	PvA	#N/A	#N/A	FALSE
566	AT2G33610	AT4G08150	PvA	#N/A	#N/A	FALSE
567	AT3G56270	AT4G08150	PvA	#N/A	#N/A	FALSE
568	AT1G62520	AT4G08150	PvA	#N/A	#N/A	FALSE
569	AT2G32840	AT4G08150	PvA	#N/A	#N/A	FALSE
570	AT1G05860	AT4G08150	PvA	#N/A	#N/A	FALSE
571	AT2G01620	AT4G08150	PvA	#N/A	#N/A	FALSE
572	AT3G07090	AT4G38630	PvA	#N/A	#N/A	FALSE
573	AT2G45820	AT4G02150	PvA	binary	HQ	TRUE
574	AT2G44050	AT5G62520	PvA	#N/A	#N/A	FALSE
575	AT2G44050	AT3G50670	PvA	#N/A	#N/A	FALSE
576	AT1G50420	AT4G22220	PvA	binary	binary	TRUE
577	AT3G60630	AT4G28880	PvA	#N/A	#N/A	FALSE
578	AT2G44050	AT3G05640	PvA	#N/A	#N/A	FALSE
579	AT2G44050	AT3G60360	PvA	#N/A	#N/A	FALSE
580	AT1G50420	AT3G52155	PvA	#N/A	#N/A	FALSE
581	AT1G20780	AT5G03050	PvA	binary	binary	TRUE
582	AT1G17650	AT1G50420	PvA	#N/A	#N/A	FALSE
583	AT1G31240	AT1G50420	PvA	binary	binary	TRUE
584	AT2G44050	AT5G22890	PvA	#N/A	#N/A	FALSE
585	AT1G50420	AT5G52210	PvA	binary	binary	TRUE
586	AT1G07430	AT4G01026	PvA	#N/A	HQ	TRUE
587	AT2G45820	AT5G23750	PvA	binary	binary	TRUE
588	AT2G45820	AT3G57870	PvA	#N/A	#N/A	FALSE
589	AT1G16705	AT2G45820	PvA	#N/A	#N/A	FALSE
590	AT2G20610	AT5G37478	PvA	#N/A	#N/A	FALSE
591	AT1G63090	AT2G25490	PvA	#N/A	#N/A	FALSE
592	AT4G01370	AT5G07260	PvA	#N/A	#N/A	FALSE
593	AT2G25490	AT2G29540	PvA	#N/A	#N/A	FALSE
594	AT3G60630	AT5G25280	PvA	#N/A	#N/A	FALSE
595	AT1G68160	AT3G60630	PvA	#N/A	#N/A	FALSE
596	AT1G31880	AT5G16400	PvA	#N/A	#N/A	FALSE
597	AT1G31880	AT1G66160	PvA	#N/A	#N/A	FALSE
598	AT1G31880	AT3G02140	PvA	#N/A	#N/A	FALSE
599	AT1G12120	AT1G31880	PvA	#N/A	#N/A	FALSE
600	AT1G31880	AT4G26610	PvA	#N/A	#N/A	FALSE
601	AT1G31880	AT1G63480	PvA	#N/A	#N/A	FALSE
602	AT1G31880	AT4G30860	PvA	#N/A	#N/A	FALSE
603	AT1G31880	AT4G02770	PvA	#N/A	#N/A	FALSE
604	AT1G31880	AT5G23130	PvA	#N/A	#N/A	FALSE
605	AT4G17720	AT5G03520	PvA	#N/A	#N/A	FALSE
606	AT4G17720	AT5G47200	PvA	#N/A	#N/A	FALSE
607	AT3G46060	AT4G17720	PvA	binary	binary	TRUE
608	AT4G17720	AT4G18800	PvA	binary	binary	TRUE
609	AT1G55190	AT4G17720	PvA	#N/A	#N/A	FALSE
610	AT1G31880	AT5G22310	PvA	binary	binary	TRUE
611	AT1G31880	AT3G11400	PvA	binary	binary	TRUE
612	AT1G31880	AT5G03740	PvA	#N/A	#N/A	FALSE
613	AT1G31880	AT5G50180	PvA	#N/A	#N/A	FALSE
614	AT1G31880	AT1G49850	PvA	binary	binary	TRUE
615	AT1G31880	AT5G65683	PvA	#N/A	#N/A	FALSE
616	AT1G05710	AT1G31880	PvA	binary	binary	TRUE
617	AT1G31880	AT3G15660	PvA	#N/A	#N/A	FALSE
618	AT1G31880	AT5G59490	PvA	#N/A	#N/A	FALSE
619	AT1G31880	AT5G41070	PvA	#N/A	#N/A	FALSE
620	AT1G31880	AT5G22890	PvA	#N/A	#N/A	FALSE
621	AT1G31880	AT3G54170	PvA	binary	binary	TRUE
622	AT1G01210	AT1G31880	PvA	binary	binary	TRUE
623	AT1G31880	AT2G27840	PvA	#N/A	#N/A	FALSE
624	AT1G31880	AT5G05190	PvA	#N/A	#N/A	FALSE
625	AT1G31880	AT3G27580	PvA	binary	binary	TRUE
626	AT1G31880	AT5G19340	PvA	#N/A	#N/A	FALSE
627	AT1G31880	AT3G18295	PvA	#N/A	#N/A	FALSE
628	AT1G31880	AT1G51100	PvA	#N/A	#N/A	FALSE
629	AT1G03330	AT1G31880	PvA	#N/A	#N/A	FALSE
630	AT1G31880	AT4G22745	PvA	#N/A	#N/A	FALSE
631	AT1G06460	AT1G31880	PvA	#N/A	#N/A	FALSE
632	AT1G31880	AT3G49810	PvA	#N/A	#N/A	FALSE
633	AT1G03900	AT1G31880	PvA	#N/A	binary	TRUE
634	AT1G31880	AT5G18110	PvA	#N/A	#N/A	FALSE
635	AT1G31880	AT1G76080	PvA	#N/A	#N/A	FALSE
636	AT1G31880	AT4G31050	PvA	#N/A	#N/A	FALSE
637	AT1G31880	AT1G68130	PvA	#N/A	#N/A	FALSE
638	AT1G31880	AT5G11460	PvA	#N/A	#N/A	FALSE
639	AT1G31880	AT4G37710	PvA	#N/A	#N/A	FALSE
640	AT1G31880	AT4G03250	PvA	#N/A	#N/A	FALSE
641	AT1G09810	AT1G31880	PvA	#N/A	#N/A	FALSE
642	AT1G31880	AT1G54200	PvA	#N/A	#N/A	FALSE
643	AT1G31880	AT2G35010	PvA	#N/A	#N/A	FALSE
644	AT1G31880	AT3G48510	PvA	#N/A	#N/A	FALSE
645	AT1G23220	AT1G31880	PvA	#N/A	#N/A	FALSE
646	AT1G10760	AT1G31880	PvA	#N/A	#N/A	FALSE
647	AT1G14685	AT1G31880	PvA	#N/A	#N/A	FALSE
648	AT1G31880	AT4G14020	PvA	#N/A	#N/A	FALSE
649	AT1G31880	AT4G39540	PvA	#N/A	#N/A	FALSE
650	AT1G31880	AT4G21660	PvA	#N/A	#N/A	FALSE
651	AT1G31880	AT3G16560	PvA	#N/A	#N/A	FALSE
652	AT1G31880	AT1G76070	PvA	#N/A	#N/A	FALSE
653	AT1G31880	AT5G58960	PvA	#N/A	#N/A	FALSE
654	AT1G20140	AT2G04550	PvA	#N/A	#N/A	FALSE
655	AT4G17615	AT5G58380	PvA	#N/A	#N/A	FALSE
656	AT3G50670	AT3G61860	PvA	#N/A	#N/A	FALSE
657	AT3G12720	AT5G57860	PvA	binary	binary	TRUE
658	AT1G74910	AT2G39770	PvA	binary	binary	TRUE
659	AT3G23240	AT4G17680	PvA	#N/A	#N/A	FALSE
660	AT1G15570	AT3G12720	PvA	binary	binary	TRUE
661	AT3G61860	AT4G32660	PvA	#N/A	#N/A	FALSE
662	AT4G31800	AT5G42980	PvA	#N/A	#N/A	FALSE
663	AT2G43370	AT3G61860	PvA	non-binary	binary	TRUE
664	AT1G53910	AT2G16030	PvA	#N/A	#N/A	FALSE
665	AT1G53910	AT4G21450	PvA	#N/A	#N/A	FALSE
666	AT1G64280	AT5G64150	PvA	#N/A	#N/A	FALSE
667	AT1G53910	AT2G25880	PvA	#N/A	#N/A	FALSE
668	AT1G07350	AT3G61860	PvA	#N/A	#N/A	FALSE
669	AT4G09060	AT4G32570	PvA	#N/A	#N/A	FALSE
670	AT5G04430	AT5G46190	PvA	#N/A	#N/A	FALSE
671	AT2G25000	AT5G52650	PvA	binary	binary	TRUE
672	AT4G32570	AT5G38410	PvA	#N/A	#N/A	FALSE
673	AT4G32570	AT5G64960	PvA	#N/A	#N/A	FALSE
674	AT4G32570	AT5G59730	PvA	#N/A	#N/A	FALSE
675	AT3G57290	AT4G32570	PvA	#N/A	#N/A	FALSE
676	AT4G22720	AT4G32570	PvA	#N/A	#N/A	FALSE
677	AT4G32570	AT4G37470	PvA	#N/A	#N/A	FALSE
678	AT1G05410	AT4G32570	PvA	#N/A	#N/A	FALSE
679	AT4G28910	AT4G32570	PvA	#N/A	HQ	TRUE
680	AT3G54850	AT4G32570	PvA	#N/A	#N/A	FALSE
681	AT3G06790	AT4G16420	PvA	#N/A	#N/A	FALSE
682	AT2G32840	AT4G16420	PvA	#N/A	#N/A	FALSE
683	AT3G05420	AT4G28880	PvA	#N/A	#N/A	FALSE
684	AT4G16420	AT5G49210	PvA	#N/A	#N/A	FALSE
685	AT3G21215	AT5G04430	PvA	binary	binary	TRUE
686	AT1G72360	AT2G38490	PvA	binary	binary	TRUE
687	AT1G68450	AT5G41570	PvA	binary	binary	TRUE
688	AT2G32960	AT2G32960	PvA	#N/A	#N/A	FALSE
689	AT4G21560	AT4G32570	PvA	#N/A	#N/A	FALSE
690	AT1G73060	AT4G32570	PvA	#N/A	#N/A	FALSE
691	AT3G59910	AT4G32570	PvA	#N/A	#N/A	FALSE
692	AT1G18660	AT4G32570	PvA	#N/A	#N/A	FALSE
693	AT3G06430	AT4G32570	PvA	binary	binary	TRUE
694	AT1G51580	AT4G32570	PvA	#N/A	#N/A	FALSE
695	AT2G04630	AT4G32570	PvA	#N/A	#N/A	FALSE
696	AT4G12100	AT4G32570	PvA	#N/A	#N/A	FALSE
697	AT4G17680	AT4G32570	PvA	#N/A	#N/A	FALSE
698	AT1G01630	AT4G32570	PvA	#N/A	#N/A	FALSE
699	AT4G32570	AT5G10710	PvA	#N/A	#N/A	FALSE
700	AT3G05420	AT5G27630	PvA	#N/A	#N/A	FALSE
701	AT3G18140	AT4G32570	PvA	binary	binary	TRUE
702	AT4G32570	AT5G43820	PvA	#N/A	#N/A	FALSE
703	AT3G55150	AT4G32570	PvA	#N/A	#N/A	FALSE
704	AT4G09650	AT4G32570	PvA	#N/A	#N/A	FALSE
705	AT3G49060	AT4G32570	PvA	#N/A	#N/A	FALSE
706	AT3G48680	AT4G32570	PvA	#N/A	#N/A	FALSE
707	AT2G22880	AT5G41570	PvA	binary	binary	TRUE
708	AT4G15770	AT4G32570	PvA	#N/A	#N/A	FALSE
709	AT1G77950	AT4G32570	PvA	#N/A	#N/A	FALSE
710	AT3G16980	AT4G32570	PvA	binary	binary	TRUE
711	AT4G32570	AT5G50230	PvA	#N/A	#N/A	FALSE
712	AT4G32570	AT5G48470	PvA	#N/A	#N/A	FALSE
713	AT2G44740	AT4G32570	PvA	#N/A	#N/A	FALSE
714	AT4G32570	AT5G05790	PvA	#N/A	#N/A	FALSE
715	AT1G11810	AT4G32570	PvA	binary	binary	TRUE
716	AT1G28480	AT4G32570	PvA	#N/A	#N/A	FALSE
717	AT3G57720	AT4G32570	PvA	#N/A	#N/A	FALSE
718	AT1G67090	AT4G32570	PvA	#N/A	#N/A	FALSE
719	AT4G32570	AT5G18110	PvA	#N/A	#N/A	FALSE
720	AT3G48150	AT4G32570	PvA	#N/A	#N/A	FALSE
721	AT1G56590	AT4G32570	PvA	#N/A	#N/A	FALSE
722	AT3G05420	AT4G28860	PvA	#N/A	#N/A	FALSE
723	AT2G46130	AT5G08480	PvA	#N/A	#N/A	FALSE
724	AT2G46130	AT4G37710	PvA	#N/A	#N/A	FALSE
725	AT5G08480	AT5G41570	PvA	#N/A	#N/A	FALSE
726	AT3G02000	AT4G32570	PvA	#N/A	#N/A	FALSE
727	AT1G29260	AT4G32570	PvA	#N/A	#N/A	FALSE
728	AT1G01225	AT4G32570	PvA	#N/A	#N/A	FALSE
729	AT1G80720	AT4G32570	PvA	#N/A	#N/A	FALSE
730	AT3G07300	AT4G32570	PvA	#N/A	#N/A	FALSE
731	AT4G02485	AT4G32570	PvA	#N/A	#N/A	FALSE
732	AT1G16705	AT4G32570	PvA	#N/A	#N/A	FALSE
733	AT3G47910	AT4G32570	PvA	#N/A	#N/A	FALSE
734	AT3G02460	AT4G32570	PvA	#N/A	#N/A	FALSE
735	AT2G34590	AT4G32570	PvA	#N/A	#N/A	FALSE
736	AT4G32570	AT5G47830	PvA	#N/A	#N/A	FALSE
737	AT4G32570	AT5G08290	PvA	#N/A	#N/A	FALSE
738	AT3G12210	AT4G16420	PvA	#N/A	#N/A	FALSE
739	AT5G41570	AT5G67520	PvA	#N/A	#N/A	FALSE
740	AT3G50800	AT5G40440	PvA	#N/A	#N/A	FALSE
741	AT4G32570	AT5G64180	PvA	#N/A	#N/A	FALSE
742	AT1G56450	AT4G32570	PvA	#N/A	#N/A	FALSE
743	AT4G32570	AT5G07260	PvA	#N/A	#N/A	FALSE
744	AT1G10650	AT4G32570	PvA	#N/A	#N/A	FALSE
745	AT1G21600	AT4G32570	PvA	#N/A	#N/A	FALSE
746	AT3G28710	AT4G32570	PvA	#N/A	#N/A	FALSE
747	AT3G51130	AT4G32570	PvA	#N/A	#N/A	FALSE
748	AT2G23760	AT4G32570	PvA	#N/A	#N/A	FALSE
749	AT4G18060	AT4G32570	PvA	#N/A	#N/A	FALSE
750	AT1G50710	AT4G32570	PvA	#N/A	#N/A	FALSE
751	AT2G28000	AT4G32570	PvA	#N/A	#N/A	FALSE
752	AT4G32570	AT5G22480	PvA	#N/A	#N/A	FALSE
753	AT2G21630	AT4G32570	PvA	#N/A	#N/A	FALSE
754	AT3G15650	AT4G32570	PvA	#N/A	#N/A	FALSE
755	AT4G32570	AT5G62600	PvA	#N/A	#N/A	FALSE
756	AT1G68160	AT4G32570	PvA	#N/A	#N/A	FALSE
757	AT4G32570	AT5G60690	PvA	#N/A	#N/A	FALSE
758	AT1G01360	AT1G21600	PvA	#N/A	#N/A	FALSE
759	AT1G51600	AT5G18580	PvA	#N/A	#N/A	FALSE
760	AT1G51600	AT5G04820	PvA	#N/A	#N/A	FALSE
761	AT1G51600	AT3G01990	PvA	binary	binary	TRUE
762	AT1G51600	AT4G28880	PvA	#N/A	#N/A	FALSE
763	AT1G51600	AT4G03420	PvA	#N/A	#N/A	FALSE
764	AT1G51600	AT2G47450	PvA	binary	binary	TRUE
765	AT1G01260	AT1G51600	PvA	binary	binary	TRUE
766	AT3G09370	AT3G18210	PvA	#N/A	#N/A	FALSE
767	AT1G51600	AT3G58380	PvA	#N/A	#N/A	FALSE
768	AT1G21690	AT3G29090	PvA	binary	binary	TRUE
769	AT1G51600	AT1G54380	PvA	#N/A	#N/A	FALSE
770	AT1G69010	AT3G18960	PvA	#N/A	#N/A	FALSE
771	AT1G01360	AT1G54830	PvA	#N/A	#N/A	FALSE
772	AT2G25010	AT4G13260	PvA	#N/A	#N/A	FALSE
773	AT4G11070	AT5G11010	PvA	#N/A	#N/A	FALSE
774	AT3G15450	AT5G43830	PvA	binary	binary	TRUE
775	AT4G14710	AT5G43830	PvA	binary	binary	TRUE
776	AT3G29370	AT4G36540	PvA	#N/A	#N/A	FALSE
777	AT4G14716	AT5G43830	PvA	#N/A	binary	TRUE
778	AT2G29380	AT3G02140	PvA	#N/A	#N/A	FALSE
779	AT1G04240	AT4G02150	PvA	#N/A	#N/A	FALSE
780	AT1G04240	AT3G23030	PvA	HQ	binary	TRUE
781	AT1G04240	AT3G04730	PvA	HQ	binary	TRUE
782	AT3G17090	AT4G38850	PvA	#N/A	#N/A	FALSE
783	AT4G38850	AT5G02760	PvA	#N/A	#N/A	FALSE
784	AT3G21175	AT4G09060	PvA	binary	binary	TRUE
785	AT1G51090	AT4G00120	PvA	#N/A	#N/A	FALSE
786	AT1G02690	AT4G00120	PvA	#N/A	#N/A	FALSE
787	AT3G21175	AT4G37470	PvA	#N/A	#N/A	FALSE
788	AT2G24090	AT4G26110	PvA	binary	binary	TRUE
789	AT1G77770	AT4G00120	PvA	#N/A	#N/A	FALSE
790	AT2G32840	AT4G00120	PvA	binary	binary	TRUE
791	AT2G38270	AT4G00120	PvA	binary	binary	TRUE
792	AT4G00120	AT5G27690	PvA	#N/A	#N/A	FALSE
793	AT3G21175	AT5G04820	PvA	#N/A	#N/A	FALSE
794	AT4G00120	AT5G61230	PvA	#N/A	#N/A	FALSE
795	AT1G04240	AT1G51950	PvA	HQ	HQ	TRUE
796	AT4G00120	AT5G52010	PvA	#N/A	#N/A	FALSE
797	AT1G04240	AT1G09500	PvA	binary	binary	TRUE
798	AT1G09500	AT4G14560	PvA	#N/A	#N/A	FALSE
799	AT2G18730	AT2G43790	PvA	binary	binary	TRUE
800	AT1G12860	AT2G43790	PvA	#N/A	#N/A	FALSE
801	AT3G21175	AT5G24660	PvA	#N/A	#N/A	FALSE
